,code,i94port_raw,i94port_state,i94port_bps,i94port_city,place,city,city_ascii,state_id,state_name,county_fips,county_name,latitude,longitude,population,population_proper,density,source,incorporated,timezone,zips,id,city_ascii_upper,country,country_code,,,
133,INP,"INDIANAPOLIS, IN",IN,unknown,INDIANAPOLIS,unknown,Indianapolis,Indianapolis,IN,Indiana,18097,Marion,39.7771,-86.1458,1564699,863002,921.0,polygon,TRUE,America/Indiana/Indianapolis,46234 46218 46219 46217 46214 46260 46268 46226 46225 46228 46183 46231 46235 46236 46237 46239 46250 46208 46201 46203 46202 46205 46204 46256 46254 46259 46227 46224 46222 46221 46220 46229 46113 46278 46241 46240 46206 46207 46209 46230 46242 46244 46247 46251 46253 46255 46262 46277 46282 46283 46285 46288 46298,1840030084,INDIANAPOLIS,United States,US,,,
28,MAP,MARIPOSA,CA,unknown,MARIPOSA,unknown,Mariposa,Mariposa,CA,California,6043,Mariposa,37.4873,-119.9682,,,170.9,polygon,FALSE,America/Los_Angeles,95338,1840017622,,United States,US,,,
116,OGG,"KAHULUI - MAUI, HI",HI,unknown,KAHULUI - MAUI,unknown,Kahului,Kahului,HI,Hawaii,15009,Maui,20.8715,-156.4603,,,3301.9,polygon,FALSE,Pacific/Honolulu,96732 96733,1840023232,,United States,US,,,
406,EGP,"EAGLE PASS, TX",TX,unknown,EAGLE PASS,unknown,Eagle Pass,Eagle Pass,TX,Texas,48323,Maverick,28.7118,-100.4832,54299,28945,1163.0,polygon,TRUE,America/Matamoros,78852,1840019690,EAGLE PASS,United States,US,,,
372,MAY,"MAYAGUEZ, PR",PR,unknown,MAYAGUEZ,unknown,MayagÃ¼ez,Mayaguez,PR,Puerto Rico,72097,MayagÃ¼ez,18.2003,-67.1397,,,3138.6,polygon,FALSE,America/Puerto_Rico,00682 00680 00681,1630023529,MAYAGUEZ,United States,US,,,
253,CLT,"CHARLOTTE, NC",NC,unknown,CHARLOTTE,unknown,Charlotte,Charlotte,NC,North Carolina,37119,Mecklenburg,35.2079,-80.8303,1467362,859035,1083.0,polygon,TRUE,America/New_York,28269 28262 28105 28280 28282 28209 28208 28205 28204 28207 28206 28203 28202 28227 28226 28278 28270 28273 28277 28134 28216 28217 28214 28215 28212 28213 28210 28211 28244 28126 28130 28201 28218 28219 28220 28221 28222 28223 28224 28228 28229 28230 28231 28232 28233 28234 28235 28237 28241 28242 28243 28246 28247 28253 28254 28255 28256 28258 28260 28263 28265 28266 28271 28272 28274 28275 28281 28284 28285 28287 28288 28289 28290 28296 28297 28299,1840014557,CHARLOTTE,United States,US,,,
514,BLF,"MERCER COUNTY, WV",WV,unknown,MERCER COUNTY,unknown,Bluefield,Bluefield,WV,West Virginia,54055,Mercer,37.2605,-81.2155,41653.0,9869,427,polygon,TRUE,America/New_York,24701,1840006401,,United States,US,,,
94,MIA,"MIAMI, FL",FL,unknown,MIAMI,unknown,Miami,Miami,FL,Florida,12086,Miami-Dade,25.784,-80.2102,6381966,463347,4971.0,polygon,TRUE,America/New_York,33129 33125 33126 33127 33128 33149 33144 33145 33142 33139 33138 33137 33136 33135 33134 33133 33132 33131 33130 33150 33101 33109 33111 33151 33222 33231 33233 33238 33255 33299,1840015149,MIAMI,United States,US,,,
96,OPF,"OPA LOCKA, FL",FL,unknown,OPA LOCKA,unknown,Opa-locka,Opa-locka,FL,Florida,12086,Miami-Dade,25.8997,-80.2551,16479,16479,1478,polygon,TRUE,America/New_York,33054,1840015156,,United States,US,,,
147,BED,"HANSCOM FIELD - BEDFORD, MA",MA,unknown,HANSCOM FIELD - BEDFORD,unknown,Bedford,Bedford,MA,Massachusetts,25017,Middlesex,42.490556,-71.276667,13320,13320,959.6,polygon,TRUE,America/New_York,01730,,BEDFORD,United States,US,,,
294,PER,"PERTH AMBOY, NJ",NJ,unknown,PERTH AMBOY,unknown,Perth Amboy,Perth Amboy,NJ,New Jersey,34023,Middlesex,40.5203,-74.2724,52823,52823,4375.0,polygon,TRUE,America/New_York,08861 08862,1840001340,PERTH AMBOY,United States,US,,,
510,MIL,"MILWAUKEE, WI",WI,unknown,MILWAUKEE,unknown,Milwaukee,Milwaukee,WI,Wisconsin,55079,Milwaukee,43.064,-87.9669,1377808,595351,2390.0,polygon,TRUE,America/Chicago,53203 53202 53207 53206 53205 53204 53209 53208 53233 53211 53218 53219 53214 53215 53216 53210 53212 53213 53295 53225 53224 53227 53226 53221 53220 53223 53222 53228 53201 53237 53259 53263 53274 53278 53288 53290 53293,1840003046,MILWAUKEE,United States,US,,,
23,MOB,"MOBILE, AL",AL,unknown,MOBILE,unknown,Mobile,Mobile,AL,Alabama,1097,Mobile,30.6783,-88.1162,318084,190265,526.0,polygon,TRUE,America/Chicago,36606 36607 36604 36605 36602 36603 36608 36609 36688 36582 36615 36617 36611 36610 36619 36618 36695 36693 36571 36601 36628 36633 36640 36641 36644 36652 36660 36670 36675 36689 36691,1840006009,MOBILE,United States,US,,,
91,KEY,"KEY WEST, FL",FL,unknown,KEY WEST,unknown,Key West,Key West,FL,Florida,12087,Monroe,24.5636,-81.7769,32820,25208,1738.0,polygon,TRUE,America/New_York,33040 33041 33045,1840015161,KEY WEST,United States,US,,,
331,ROC,"ROCHESTER, NY",NY,unknown,ROCHESTER,unknown,Rochester,Rochester,NY,New York,36055,Monroe,43.168,-77.6162,711998,208046,2245.0,polygon,TRUE,America/New_York,14608 14609 14606 14605 14607 14604 14627 14620 14621 14619 14615 14614 14617 14611 14610 14613 14612 14602 14603 14638 14639 14642 14643 14644 14646 14647 14649 14650 14651 14653,1840000373,ROCHESTER,United States,US,,,
52,SLS,"SALINAS, CA (BPS)",CA,(BPS),SALINAS,unknown,Salinas,Salinas,CA,California,6053,Monterey,36.6881,-121.6316,193590,157596,2577.0,polygon,TRUE,America/Los_Angeles,93901 93905 93906 93902 93915,1840021632,SALINAS,United States,US,,,
292,MMU,"MORRISTOWN, NJ",NJ,unknown,MORRISTOWN,unknown,Morristown,Morristown,NJ,New Jersey,34027,Morris,40.7966,-74.4772,19037,19037,2526.0,polygon,TRUE,America/New_York,07960 07963,1840003577,MORRISTOWN,United States,US,,,
357,POO,"PORTLAND, OR",OR,unknown,PORTLAND,unknown,Portland,Portland,OR,Oregon,41051,Multnomah,45.5372,-122.65,2052796,647805,1874.0,polygon,TRUE,America/Los_Angeles,97227 97221 97220 97229 97203 97202 97201 97206 97205 97204 97209 97208 97266 97236 97232 97233 97230 97239 97218 97219 97214 97215 97216 97217 97210 97211 97212 97213 96214 97207 97228 97238 97240 97242 97250 97251 97252 97253 97254 97256 97258 97280 97282 97283 97286 97290 97291 97292 97293 97294,1840019941,PORTLAND,United States,US,,,
151,MKG,"MUSKEGON, MI",MI,unknown,MUSKEGON,unknown,Muskegon,Muskegon,MI,Michigan,26121,Muskegon,43.2281,-86.2562,160142.0,38131,1040,polygon,TRUE,America/Detroit,49442 49440 49441,1840002870,,United States,US,,,
84,FRN,"FERNANDINA, FL",FL,unknown,FERNANDINA,unknown,Fernandina Beach,Fernandina Beach,FL,Florida,12089,Nassau,30.6588,-81.4500,27005,12292,422,polygon,TRUE,America/New_York,32034 32035,1840013929,,United States,US,,,
515,CSP,"CASPER, WY",WY,unknown,CASPER,unknown,Casper,Casper,WY,Wyoming,56025,Natrona,42.8421,-106.3208,67462,57814,842.0,polygon,TRUE,America/Denver,82601 82609 82604 82602 82605,1840038324,CASPER,United States,US,,,
79,WLL,"WILMINGTON, DE",DE,unknown,WILMINGTON,unknown,Wilmington,Wilmington,DE,Delaware,10003,New Castle,39.7415,-75.5413,71106,71106,2517.0,polygon,TRUE,America/New_York,19809 19802 19801 19806 19805 19850 19880 19884 19885 19886 19890 19893 19894 19895 19896 19898 19899,1840005579,WILMINGTON,United States,US,,,
260,WIL,"WILMINGTON, NC",NC,unknown,WILMINGTON,unknown,Wilmington,Wilmington,NC,North Carolina,37129,New Hanover,34.21,-77.886,245910,119045,889.0,polygon,TRUE,America/New_York,28401 28409 28403 28405 28412 28402 28406 28408,1840015576,WILMINGTON,United States,US,,,
73,NWH,"NEW HAVEN, CT",CT,unknown,NEW HAVEN,unknown,New Haven,New Haven,CT,Connecticut,9009,New Haven,41.3112,-72.9245,568144,131014,2706.0,polygon,TRUE,America/New_York,06519 06511 06510 06513 06512 06515 06501 06502 06503 06505 06506 06507 06508 06509 06520 06521 06530 06531 06532 06533 06534 06535 06536 06540,1840004850,NEW HAVEN,United States,US,,,
71,GRT,"GROTON, CT",CT,unknown,GROTON,unknown,Groton,Groton,CT,Connecticut,9011,New London,41.339,-72.0727,9092,9092,1138.0,polygon,TRUE,America/New_York,6340,1840004824,GROTON,United States,US,,,
74,NWL,"NEW LONDON, CT",CT,unknown,NEW LONDON,unknown,New London,New London,CT,Connecticut,9011,New London,41.3502,-72.1023,27072,27072,1859.0,polygon,TRUE,America/New_York,6320,1840004827,NEW LONDON,United States,US,,,
326,NYC,"NEW YORK, NY",NY,unknown,NEW YORK,unknown,New York,New York,NY,New York,36061,New York,40.6943,-73.9249,19354922,8622698,11084.0,polygon,TRUE,America/New_York,11229 11226 11225 11224 11223 11221 11220 11385 10169 10168 10167 10165 10162 10282 10280 10040 10044 11109 11104 11379 11378 11377 11697 11694 11692 11693 11691 10271 10279 10278 10075 10452 10458 11451 10475 10474 10471 10470 10473 10472 11228 11222 10103 11368 11369 11366 11367 11364 11365 11362 11363 11360 11361 10028 10029 10026 10027 10024 10025 10022 10023 10020 10021 11212 11213 11210 11211 11216 11217 11214 11215 11218 11219 10152 10153 10154 10307 11429 10310 10311 10312 10314 11432 11433 11430 11436 11434 11435 10453 10451 10457 10456 10455 10454 10459 10128 10004 10005 10006 10007 10001 10002 10003 10009 11238 11239 11230 11231 11232 11233 11234 11235 11236 11237 11375 11374 11371 11370 11373 11372 10170 10171 10172 10173 10174 10177 11356 10039 10038 10035 10034 10037 10036 10031 10030 10033 10032 11201 11208 11203 11205 11204 11207 11206 11209 11411 11412 11413 11414 11415 11416 11417 11418 11419 11102 11103 11101 11106 11105 11001 11005 11004 10065 10069 10199 10309 10308 10306 10305 10304 10303 10302 10301 11428 11421 11420 11423 11422 11425 11424 11427 11426 10466 10467 10464 10465 10462 10463 10460 10461 10468 10469 10119 10115 10112 10110 10111 11359 11358 11351 11357 11355 11354 10019 10018 10013 10012 10011 10010 10017 10016 10014 10008 10041 10043 10055 10060 10080 10081 10087 10090 10101 10102 10104 10105 10106 10107 10108 10109 10113 10114 10116 10117 10118 10120 10121 10122 10123 10124 10125 10126 10129 10130 10131 10132 10133 10138 10150 10151 10155 10156 10157 10158 10159 10160 10163 10164 10166 10175 10176 10178 10179 10185 10203 10211 10212 10213 10242 10249 10256 10258 10259 10260 10261 10265 10268 10269 10270 10272 10273 10274 10275 10276 10277 10281 10285 10286 10313 11120 11202 11241 11242 11243 11245 11247 11249 11251 11252 11256 11352 11380 11381 11386 11405 11431 11439 11499 11690 11695,1840034016,NEW YORK,United States,US,,,
320,LAG,"LA GUARDIA, NY",NY,unknown,LA GUARDIA,unknown,New York,New York,NY,New York,36061,New York,40.6943,-73.9249,19354922.0,8622698,11084,polygon,TRUE,America/New_York,11229 11226 11225 11224 11223 11221 11220 11385 10169 10168 10167 10165 10162 10282 10280 10040 10044 11109 11104 11379 11378 11377 11697 11694 11692 11693 11691 10271 10279 10278 10075 10452 10458 11451 10475 10474 10471 10470 10473 10472 11228 11222 10103 11368 11369 11366 11367 11364 11365 11362 11363 11360 11361 10028 10029 10026 10027 10024 10025 10022 10023 10020 10021 11212 11213 11210 11211 11216 11217 11214 11215 11218 11219 10152 10153 10154 10307 11429 10310 10311 10312 10314 11432 11433 11430 11436 11434 11435 10453 10451 10457 10456 10455 10454 10459 10128 10004 10005 10006 10007 10001 10002 10003 10009 11238 11239 11230 11231 11232 11233 11234 11235 11236 11237 11375 11374 11371 11370 11373 11372 10170 10171 10172 10173 10174 10177 11356 10039 10038 10035 10034 10037 10036 10031 10030 10033 10032 11201 11208 11203 11205 11204 11207 11206 11209 11411 11412 11413 11414 11415 11416 11417 11418 11419 11102 11103 11101 11106 11105 11001 11005 11004 10065 10069 10199 10309 10308 10306 10305 10304 10303 10302 10301 11428 11421 11420 11423 11422 11425 11424 11427 11426 10466 10467 10464 10465 10462 10463 10460 10461 10468 10469 10119 10115 10112 10110 10111 11359 11358 11351 11357 11355 11354 10019 10018 10013 10012 10011 10010 10017 10016 10014 10008 10041 10043 10055 10060 10080 10081 10087 10090 10101 10102 10104 10105 10106 10107 10108 10109 10113 10114 10116 10117 10118 10120 10121 10122 10123 10124 10125 10126 10129 10130 10131 10132 10133 10138 10150 10151 10155 10156 10157 10158 10159 10160 10163 10164 10166 10175 10176 10178 10179 10185 10203 10211 10212 10213 10242 10249 10256 10258 10259 10260 10261 10265 10268 10269 10270 10272 10273 10274 10275 10276 10277 10281 10285 10286 10313 11120 11202 11241 11242 11243 11245 11247 11249 11251 11252 11256 11352 11380 11381 11386 11405 11431 11439 11499 11690 11695,1840034016,,United States,US,,,
583,FOK,"SUFFOLK COUNTY, NY",NY,unknown,SUFFOLK COUNTY,unknown,New York,New York,NY,New York,36061,New York,40.6943,-73.9249,19354922.0,8622698,11084,polygon,TRUE,America/New_York,11229 11226 11225 11224 11223 11221 11220 11385 10169 10168 10167 10165 10162 10282 10280 10040 10044 11109 11104 11379 11378 11377 11697 11694 11692 11693 11691 10271 10279 10278 10075 10452 10458 11451 10475 10474 10471 10470 10473 10472 11228 11222 10103 11368 11369 11366 11367 11364 11365 11362 11363 11360 11361 10028 10029 10026 10027 10024 10025 10022 10023 10020 10021 11212 11213 11210 11211 11216 11217 11214 11215 11218 11219 10152 10153 10154 10307 11429 10310 10311 10312 10314 11432 11433 11430 11436 11434 11435 10453 10451 10457 10456 10455 10454 10459 10128 10004 10005 10006 10007 10001 10002 10003 10009 11238 11239 11230 11231 11232 11233 11234 11235 11236 11237 11375 11374 11371 11370 11373 11372 10170 10171 10172 10173 10174 10177 11356 10039 10038 10035 10034 10037 10036 10031 10030 10033 10032 11201 11208 11203 11205 11204 11207 11206 11209 11411 11412 11413 11414 11415 11416 11417 11418 11419 11102 11103 11101 11106 11105 11001 11005 11004 10065 10069 10199 10309 10308 10306 10305 10304 10303 10302 10301 11428 11421 11420 11423 11422 11425 11424 11427 11426 10466 10467 10464 10465 10462 10463 10460 10461 10468 10469 10119 10115 10112 10110 10111 11359 11358 11351 11357 11355 11354 10019 10018 10013 10012 10011 10010 10017 10016 10014 10008 10041 10043 10055 10060 10080 10081 10087 10090 10101 10102 10104 10105 10106 10107 10108 10109 10113 10114 10116 10117 10118 10120 10121 10122 10123 10124 10125 10126 10129 10130 10131 10132 10133 10138 10150 10151 10155 10156 10157 10158 10159 10160 10163 10164 10166 10175 10176 10178 10179 10185 10203 10211 10212 10213 10242 10249 10256 10258 10259 10260 10261 10265 10268 10269 10270 10272 10273 10274 10275 10276 10277 10281 10285 10286 10313 11120 11202 11241 11242 11243 11245 11247 11249 11251 11252 11256 11352 11380 11381 11386 11405 11431 11439 11499 11690 11695,1840034016,,United States,US,,,
321,LEW,"LEWISTON, NY",NY,unknown,LEWISTON,unknown,Lewiston,Lewiston,NY,New York,36063,Niagara,43.1724,-79.04,2579,2579,908.0,polygon,TRUE,America/Toronto,14092,1840004272,LEWISTON,United States,US,,,
327,NIA,"NIAGARA FALLS, NY",NY,unknown,NIAGARA FALLS,unknown,Niagara Falls,Niagara Falls,NY,New York,36063,Niagara,43.0921,-79.0147,48460,48460,1328.0,polygon,TRUE,America/Toronto,14303 14302 14301 14305 14304,1840000371,NIAGARA FALLS,United States,US,,,
339,WRB,"WHIRLPOOL BRIDGE, NY",NY,unknown,WHIRLPOOL BRIDGE,Whirlpool Bridge,Niagara Falls,Niagara Falls,NY,New York,36063,Niagara,43.0921,-79.0147,48460,48460,1328,polygon,TRUE,America/Toronto,14303 14302 14301 14305 14304,1840000371,,United States,US,,,
340,YOU,"YOUNGSTOWN, NY",NY,unknown,YOUNGSTOWN,unknown,Youngstown,Youngstown,NY,New York,36063,Niagara,43.2486,-79.0444,1901,1901,669.0,polygon,TRUE,America/New_York,14174,1840004275,YOUNGSTOWN,United States,US,,,
13,MOS,"MOSES POINT INTERMEDIATE, AK",AK,unknown,MOSES POINT INTERMEDIATE,Moses Point,Elim,Elim,AK,Alaska,2180,Nome,64.6184,-162.2762,338,338,49,polygon,TRUE,America/Nome,99739,1840023506,,United States,US,,,
15,NOM,"NOME, AK",AK,unknown,NOME,unknown,Nome,Nome,AK,Alaska,2180,Nome,64.5213,-165.4053,3440,3841,115,polygon,TRUE,America/Nome,99762,1840023510,,United States,US,,,
454,NOR,"NORFOLK, VA",VA,unknown,NORFOLK,unknown,Norfolk,Norfolk,VA,Virginia,51710,Norfolk (city),36.8945,-76.259,244703,244703,1773.0,polygon,TRUE,America/New_York,23509 23508 23507 23504 23503 23502 23505 23518 23510 23513 23517 23551 23523 23511 23501 23506 23514 23515 23519 23529 23541,1840003869,NORFOLK,United States,US,,,
402,CRP,"CORPUS CHRISTI, TX",TX,unknown,CORPUS CHRISTI,unknown,Corpus Christi,Corpus Christi,TX,Texas,48355,Nueces,27.7173,-97.3822,341435,325605,720.0,polygon,TRUE,America/Chicago,78373 78408 78409 78406 78407 78404 78405 78402 78401 78419 78418 78415 78414 78417 78416 78411 78410 78413 78412 78403 78426 78427 78460 78463 78465 78466 78467 78468 78469 78472 78480,1840019718,CORPUS CHRISTI,United States,US,,,
544,MTY,"GEN M. ESCOBEDO, Monterrey, MX",MX,unknown,"GEN M. ESCOBEDO, Monterrey",unknown,Monterrey,Monterrey,MX,Mexico,,Nuevo Leon,25.682541,-100.318756,,,,,,,,1840032776,,United States,US,,,
189,PTK,"OAKLAND COUNTY - PONTIAC, MI",MI,unknown,OAKLAND COUNTY - PONTIAC,unknown,Pontiac,Pontiac,MI,Michigan,26125,Oakland,42.6493,-83.2878,59792,59792,1158,polygon,TRUE,America/Detroit,48342 48340 48341 48326 48343,1840002427,,United States,US,,,
88,HUR,"HURLBURT FIELD, FL",FL,unknown,HURLBURT FIELD,unknown,Mary Esther,Mary Esther,FL,Florida,12091,Okaloosa,30.4127,-86.6588,4291,4291,1125,polygon,TRUE,America/Chicago,32569 32548,1840015902,,United States,US,,,
493,NIG,"NIGHTHAWK, WA",WA,unknown,NIGHTHAWK,unknown,Nighthawk,Nighthawk,WA,Washington,53047,Okanogan,48.9665,-119.642,,,0.7,point,FALSE,America/Los_Angeles,98827,1840033768,NIGHTHAWK,United States,US,,,
495,ORO,"OROVILLE, WA",WA,unknown,OROVILLE,unknown,Oroville,Oroville,WA,Washington,53047,Okanogan,48.9421,-119.4304,1674,1674,382.0,polygon,TRUE,America/Los_Angeles,98844,1840019762,OROVILLE,United States,US,,,
350,OKC,"OKLAHOMA CITY, OK",OK,unknown,OKLAHOMA CITY,unknown,Oklahoma City,Oklahoma City,OK,Oklahoma,40109,Oklahoma,35.4676,-97.5136,955998,643648,409.0,polygon,TRUE,America/Chicago,73012 73013 73099 73097 73119 73118 73114 73117 73116 73111 73112 73020 73173 74857 73142 73141 73145 73149 73078 73108 73109 73139 73132 73131 73135 73134 73008 73084 73105 73102 73169 73162 73165 73054 73151 73150 73159 73064 73106 73107 73104 73103 73129 73179 73170 73049 73127 73120 73121 73122 73128 73101 73113 73124 73125 73126 73136 73137 73143 73144 73146 73147 73148 73152 73154 73155 73157 73163 73164 73167 73172 73178 73184 73189 73190 73194 73195,1840020428,OKLAHOMA CITY,United States,US,,,
214,RST,"ROCHESTER, MN",MN,unknown,ROCHESTER,unknown,Rochester,Rochester,MN,Minnesota,27109,Olmsted,44.0151,-92.4778,116713,115733,811.0,polygon,TRUE,America/Chicago,55902 55901 55906 55904 55905,1840008987,ROCHESTER,United States,US,,,
588,RME,"ROME, NY",NY,unknown,ROME,unknown,Rome,Rome,NY,New York,36065,Oneida,43.226,-75.4909,32185,32473,167.0,polygon,TRUE,America/New_York,13441 13440 13308 13442 13449,1840000349,ROME,United States,US,,,
334,SYR,"SYRACUSE, NY",NY,unknown,SYRACUSE,unknown,Syracuse,Syracuse,NY,New York,36067,Onondaga,43.0409,-76.1438,407259,143396,2212.0,polygon,TRUE,America/New_York,13210 13214 13290 13224 13207 13206 13205 13204 13203 13202 13208 13201 13217 13218 13221 13235 13244 13252 13261,1840000378,SYRACUSE,United States,US,,,
60,SAA,"SANTA ANA, CA",CA,unknown,SANTA ANA,unknown,Santa Ana,Santa Ana,CA,California,6059,Orange,33.7366,-117.8819,334136,334136,4752.0,polygon,TRUE,America/Los_Angeles,92701 92705 92704 92707 92706 92703 92702 92712 92735 92799,1840021964,SANTA ANA,United States,US,,,
97,ORL,"ORLANDO, FL",FL,unknown,ORLANDO,unknown,Orlando,Orlando,FL,Florida,12095,Orange,28.4788,-81.342,1776841,280257,1028.0,polygon,TRUE,America/New_York,32824 32829 32827 32822 32804 32805 32806 32807 32801 32803 32808 32839 32835 32832 32819 32812 32811 32814 32802 32853 32854 32856 32861 32862 32872 32877 32885 32886 32891 32896 32897,1840015099,ORLANDO,United States,US,,,
333,SWF,"STEWART - ORANGE CNTY, NY",NY,unknown,STEWART - ORANGE CNTY,unknown,Newburgh,Newburgh,NY,New York,36071,Orange,41.5037,-74.0205,28363,28363,2877,polygon,TRUE,America/New_York,12550 12555,1840000586,,United States,US,,,
144,NOL,"NEW ORLEANS, LA",LA,unknown,NEW ORLEANS,unknown,New Orleans,New Orleans,LA,Louisiana,22071,Orleans,30.0687,-89.9288,1029123,393292,896.0,polygon,TRUE,America/Chicago,70139 70130 70131 70114 70115 70116 70117 70112 70113 70118 70119 70129 70128 70125 70124 70127 70126 70122 70163 70142 70145 70146 70148 70150 70151 70152 70153 70154 70156 70157 70158 70159 70160 70161 70162 70164 70165 70166 70167 70170 70172 70174 70175 70176 70177 70178 70179 70181 70182 70184 70185 70186 70187 70189 70190 70195,1840001839,NEW ORLEANS,United States,US,,,
458,BEB,"BEEBE PLAIN, VT",VT,unknown,BEEBE PLAIN,Beebe Plain,Derby Line,Derby Line,VT,Vermont,50019,Orleans,45.005712,-72.142243,629,629,335,polygon,TRUE,America/Montreal,5830,1840004049,,United States,US,,,
462,DER,"DERBY LINE, VT (I-91)",unknown,unknown,"DERBY LINE, VT (I-91)",unknown,Derby Line,Derby Line,VT,Vermont,50019,Orleans,45.0008,-72.1034,629,629,335,polygon,TRUE,America/Montreal,5830,1840004049,,United States,US,,,
463,DLV,"DERBY LINE, VT (RT. 5)",unknown,unknown,"DERBY LINE, VT (RT. 5)",unknown,Derby Line,Derby Line,VT,Vermont,50019,Orleans,45.0008,-72.1034,629,629,335,polygon,TRUE,America/Montreal,5830,1840004049,,United States,US,,,
467,NPV,"NEWPORT, VT",VT,unknown,NEWPORT,unknown,Newport,Newport,VT,Vermont,50019,Orleans,44.9375,-72.2088,3741,4288,284.0,polygon,TRUE,America/New_York,05855,1840002270,NEWPORT,United States,US,,,
468,NRT,"NORTH TROY, VT",VT,unknown,NORTH TROY,unknown,North Troy,North Troy,VT,Vermont,50019,Orleans,44.9963,-72.4038,570,570,117.0,polygon,TRUE,America/New_York,05859,1840004050,NORTH TROY,United States,US,,,
329,OSW,"OSWEGO, NY",NY,unknown,OSWEGO,unknown,Oswego,Oswego,NY,New York,36075,Oswego,43.4516,-76.5005,37917,17465,885.0,polygon,TRUE,America/New_York,13126,1840000348,OSWEGO,United States,US,,,
296,ALA,"ALAMAGORDO, NM (BPS)",NM,(BPS),ALAMAGORDO,unknown,Alamagordo,Alamagordo,NM,New Mexico,35017,Otero,32.900278,-105.960556,30403,31701,1600,,,America/Denver,88310 88311,,,United States,US,,,
347,MBO,"MARBLEHEAD, OH",OH,unknown,MARBLEHEAD,unknown,Marblehead,Marblehead,OH,Ohio,39123,Ottawa,41.5222,-82.7281,890,890,106,polygon,TRUE,America/New_York,43440,1840011502,,United States,US,,,
358,PUT,"PUT-IN-BAY, OH",OH,unknown,PUT-IN-BAY,unknown,Put-in-Bay,Put-in-Bay,OH,Ohio,39123,Ottawa,41.6527,-82.8174,135,135,120.0,polygon,TRUE,America/New_York,43456,1840011217,PUT-IN-BAY,United States,US,,,
142,MLU,"MONROE, LA",LA,unknown,MONROE,unknown,Monroe,Monroe,LA,Louisiana,22073,Ouachita,32.5184,-92.0774,115462,48371,637.0,polygon,TRUE,America/Chicago,71201 71209 71203 71202 71207 71210 71212 71213 71217,1840014881,MONROE,United States,US,,,
109,WPB,"WEST PALM BEACH, FL",FL,unknown,WEST PALM BEACH,unknown,West Palm Beach,West Palm Beach,FL,Florida,12099,Palm Beach,26.7467,-80.1314,110222,110222,780.0,polygon,TRUE,America/New_York,33411 33412 33417 33409 33407 33405 33401 33402 33422,1840015993,WEST PALM BEACH,United States,US,,,
272,NEC,"NECHE, ND",ND,unknown,NECHE,unknown,Neche,Neche,ND,North Dakota,38067,Pembina,48.9831,-97.5517,353,353,392.0,polygon,TRUE,America/Chicago,58265,1840000016,NECHE,United States,US,,,
275,PEM,"PEMBINA, ND",ND,unknown,PEMBINA,unknown,Pembina,Pembina,ND,North Dakota,38067,Pembina,48.9669,-97.2475,554,554,265.0,polygon,TRUE,America/Chicago,58271,1840000017,PEMBINA,United States,US,,,
279,WAL,"WALHALLA, ND",ND,unknown,WALHALLA,unknown,Walhalla,Walhalla,ND,North Dakota,38067,Pembina,48.9211,-97.9176,932,932,347.0,polygon,TRUE,America/Chicago,58282,1840001859,WALHALLA,United States,US,,,
490,MET,"METALINE FALLS, WA",WA,unknown,METALINE FALLS,unknown,Metaline Falls,Metaline Falls,WA,Washington,53051,Pend Oreille,48.8616,-117.3705,245,245,446.0,polygon,TRUE,America/Los_Angeles,99153,1840022277,METALINE FALLS,United States,US,,,
153,BGM,"BANGOR, ME",ME,unknown,BANGOR,unknown,Bangor,Bangor,ME,Maine,23019,Penobscot,44.8322,-68.7906,59107,31903,359.0,polygon,TRUE,America/New_York,04401 04402,1840000238,BANGOR,United States,US,,,
175,SBR,"SOUTH BREWER, ME",ME,unknown,SOUTH BREWER,unknown,Brewer,Brewer,ME,Maine,23019,Penobscot,44.7835,-68.7352,9043,9043,229,polygon,TRUE,America/New_York,4412,1840000239,,United States,US,,,
128,PIA,"GREATER PEORIA, IL",IL,unknown,GREATER PEORIA,unknown,West Peoria,West Peoria,IL,Illinois,17143,Peoria,40.6972,-89.6394,4566,4566,913,polygon,TRUE,America/Chicago,61604,1840010352,,United States,US,,,
363,PHI,"PHILADELPHIA, PA",PA,unknown,PHILADELPHIA,unknown,Philadelphia,Philadelphia,PA,Pennsylvania,42101,Philadelphia,40.0076,-75.134,5637884,1580863,4548.0,polygon,TRUE,America/New_York,19154 19151 19150 19153 19152 19102 19103 19106 19107 19104 19109 19128 19129 19120 19121 19122 19123 19124 19125 19126 19127 19112 19111 19115 19114 19116 19119 19118 19148 19149 19146 19147 19144 19145 19142 19143 19140 19141 19139 19138 19137 19136 19135 19134 19133 19132 19131 19130 19019 19092 19093 19099 19101 19105 19108 19110 19155 19160 19161 19162 19170 19171 19172 19173 19175 19176 19177 19178 19179 19181 19182 19183 19184 19185 19187 19188 19190 19191 19192 19193 19194 19195 19196 19197 19244 19255,1840000673,PHILADELPHIA,United States,US,,,
243,MGM,"MORGAN, MT",MT,unknown,MORGAN,unknown,Morgan,Morgan,MT,Montana,30071,Phillips,48.9934,-107.8323,,,0.1,point,FALSE,America/Denver,59537,1840026060,MORGAN,United States,US,,,
